design,profile,batch,posterior_prob,Z_1,Z_2,Z_3,Z_4
Static,132,5,0,"$10,000",Allow all,1:1 match,Disclose > $500
Static,132,6,3e-5,"$10,000",Allow all,1:1 match,Disclose > $500
Static,132,7,0,"$10,000",Allow all,1:1 match,Disclose > $500
Static,132,8,0,"$10,000",Allow all,1:1 match,Disclose > $500
Static,132,9,0,"$10,000",Allow all,1:1 match,Disclose > $500
Static,132,10,0,"$10,000",Allow all,1:1 match,Disclose > $500
Static,133,0,0.00520833333333333,No limits,Prohibit all,Maintain status quo,Disclose > $500
Static,133,1,3.6e-4,No limits,Prohibit all,Maintain status quo,Disclose > $500
Static,133,2,1e-5,No limits,Prohibit all,Maintain status quo,Disclose > $500
Static,133,3,0,No limits,Prohibit all,Maintain status quo,Disclose > $500
Static,133,4,0,No limits,Prohibit all,Maintain status quo,Disclose > $500
Static,133,5,0,No limits,Prohibit all,Maintain status quo,Disclose > $500
Static,133,6,0,No limits,Prohibit all,Maintain status quo,Disclose > $500
Static,133,7,0,No limits,Prohibit all,Maintain status quo,Disclose > $500
Static,133,8,0,No limits,Prohibit all,Maintain status quo,Disclose > $500
Static,133,9,0,No limits,Prohibit all,Maintain status quo,Disclose > $500
Static,133,10,0,No limits,Prohibit all,Maintain status quo,Disclose > $500
Static,134,0,0.00520833333333333,"100,000",Prohibit all,Maintain status quo,Disclose > $500
Static,134,1,0.00984,"100,000",Prohibit all,Maintain status quo,Disclose > $500
Static,134,2,0.00139,"100,000",Prohibit all,Maintain status quo,Disclose > $500
Static,134,3,7.7e-4,"100,000",Prohibit all,Maintain status quo,Disclose > $500
Static,134,4,0.00121,"100,000",Prohibit all,Maintain status quo,Disclose > $500
Static,134,5,7.6e-4,"100,000",Prohibit all,Maintain status quo,Disclose > $500
Static,134,6,0.00112,"100,000",Prohibit all,Maintain status quo,Disclose > $500
Static,134,7,0.00525,"100,000",Prohibit all,Maintain status quo,Disclose > $500
Static,134,8,0.0045,"100,000",Prohibit all,Maintain status quo,Disclose > $500
Static,134,9,0.00254,"100,000",Prohibit all,Maintain status quo,Disclose > $500
Static,134,10,0.00256,"100,000",Prohibit all,Maintain status quo,Disclose > $500
Static,135,0,0.00520833333333333,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $500
Static,135,1,0.00447,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $500
Static,135,2,0.00163,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $500
Static,135,3,0.00213,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $500
Static,135,4,6.7e-4,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $500
Static,135,5,3.9e-4,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $500
Static,135,6,3e-4,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $500
Static,135,7,0.00192,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $500
Static,135,8,0.00132,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $500
Static,135,9,9.6e-4,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $500
Static,135,10,0.00118,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $500
Static,136,0,0.00520833333333333,"$10,000",Prohibit all,Maintain status quo,Disclose > $500
Static,136,1,0.04875,"$10,000",Prohibit all,Maintain status quo,Disclose > $500
Static,136,2,0.01164,"$10,000",Prohibit all,Maintain status quo,Disclose > $500
Static,136,3,0.01484,"$10,000",Prohibit all,Maintain status quo,Disclose > $500
Static,136,4,0.01201,"$10,000",Prohibit all,Maintain status quo,Disclose > $500
Static,136,5,0.0047,"$10,000",Prohibit all,Maintain status quo,Disclose > $500
Static,136,6,0.01196,"$10,000",Prohibit all,Maintain status quo,Disclose > $500
Static,136,7,0.02675,"$10,000",Prohibit all,Maintain status quo,Disclose > $500
Static,136,8,0.03331,"$10,000",Prohibit all,Maintain status quo,Disclose > $500
Static,136,9,0.04369,"$10,000",Prohibit all,Maintain status quo,Disclose > $500
Static,136,10,0.04677,"$10,000",Prohibit all,Maintain status quo,Disclose > $500
Static,137,0,0.00520833333333333,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,137,1,7e-5,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,137,2,0,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,137,3,0,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,137,4,0,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,137,5,0,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,137,6,0,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,137,7,0,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,137,8,0,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,137,9,0,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,137,10,0,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,138,0,0.00520833333333333,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,138,1,4.6e-4,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,138,2,2e-5,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,138,3,1e-5,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,138,4,1e-5,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,138,5,0,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,138,6,0,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,138,7,0,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,138,8,0,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,138,9,0,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,138,10,0,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,139,0,0.00520833333333333,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,139,1,2.5e-4,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,139,2,3e-5,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,139,3,7e-5,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,139,4,0,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,139,5,0,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,139,6,0,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,139,7,0,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,139,8,0,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,139,9,0,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,139,10,0,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,140,0,0.00520833333333333,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,140,1,0.00282,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,140,2,1.6e-4,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,140,3,1.7e-4,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,140,4,5e-5,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,140,5,1e-5,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,140,6,7e-5,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,140,7,2e-5,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,140,8,3e-5,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,140,9,0,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,140,10,0,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose > $500
Static,141,0,0.00520833333333333,No limits,Allow all,Maintain status quo,Disclose > $500
Static,141,1,4e-5,No limits,Allow all,Maintain status quo,Disclose > $500
Static,141,2,0,No limits,Allow all,Maintain status quo,Disclose > $500
Static,141,3,0,No limits,Allow all,Maintain status quo,Disclose > $500
Static,141,4,0,No limits,Allow all,Maintain status quo,Disclose > $500
Static,141,5,0,No limits,Allow all,Maintain status quo,Disclose > $500
Static,141,6,0,No limits,Allow all,Maintain status quo,Disclose > $500
Static,141,7,0,No limits,Allow all,Maintain status quo,Disclose > $500
Static,141,8,0,No limits,Allow all,Maintain status quo,Disclose > $500
Static,141,9,0,No limits,Allow all,Maintain status quo,Disclose > $500
Static,141,10,0,No limits,Allow all,Maintain status quo,Disclose > $500
Static,142,0,0.00520833333333333,"100,000",Allow all,Maintain status quo,Disclose > $500
Static,142,1,0.00142,"100,000",Allow all,Maintain status quo,Disclose > $500
Static,142,2,0,"100,000",Allow all,Maintain status quo,Disclose > $500
Static,142,3,0,"100,000",Allow all,Maintain status quo,Disclose > $500
Static,142,4,0,"100,000",Allow all,Maintain status quo,Disclose > $500
Static,142,5,0,"100,000",Allow all,Maintain status quo,Disclose > $500
Static,142,6,0,"100,000",Allow all,Maintain status quo,Disclose > $500
Static,142,7,0,"100,000",Allow all,Maintain status quo,Disclose > $500
Static,142,8,0,"100,000",Allow all,Maintain status quo,Disclose > $500
Static,142,9,0,"100,000",Allow all,Maintain status quo,Disclose > $500
Static,142,10,0,"100,000",Allow all,Maintain status quo,Disclose > $500
Static,143,0,0.00520833333333333,"$1,000,000",Allow all,Maintain status quo,Disclose > $500
Static,143,1,3.6e-4,"$1,000,000",Allow all,Maintain status quo,Disclose > $500
Static,143,2,0,"$1,000,000",Allow all,Maintain status quo,Disclose > $500
Static,143,3,0,"$1,000,000",Allow all,Maintain status quo,Disclose > $500
Static,143,4,0,"$1,000,000",Allow all,Maintain status quo,Disclose > $500
Static,143,5,0,"$1,000,000",Allow all,Maintain status quo,Disclose > $500
Static,143,6,0,"$1,000,000",Allow all,Maintain status quo,Disclose > $500
Static,143,7,0,"$1,000,000",Allow all,Maintain status quo,Disclose > $500
Static,143,8,0,"$1,000,000",Allow all,Maintain status quo,Disclose > $500
Static,143,9,0,"$1,000,000",Allow all,Maintain status quo,Disclose > $500
Static,143,10,0,"$1,000,000",Allow all,Maintain status quo,Disclose > $500
Static,144,0,0.00520833333333333,"$10,000",Allow all,Maintain status quo,Disclose > $500
Static,144,1,0.00743,"$10,000",Allow all,Maintain status quo,Disclose > $500
Static,144,2,0,"$10,000",Allow all,Maintain status quo,Disclose > $500
Static,144,3,0,"$10,000",Allow all,Maintain status quo,Disclose > $500
Static,144,4,0,"$10,000",Allow all,Maintain status quo,Disclose > $500
Static,144,5,0,"$10,000",Allow all,Maintain status quo,Disclose > $500
Static,144,6,0,"$10,000",Allow all,Maintain status quo,Disclose > $500
Static,144,7,0,"$10,000",Allow all,Maintain status quo,Disclose > $500
Static,144,8,0,"$10,000",Allow all,Maintain status quo,Disclose > $500
Static,144,9,0,"$10,000",Allow all,Maintain status quo,Disclose > $500
Static,144,10,0,"$10,000",Allow all,Maintain status quo,Disclose > $500
Static,145,0,0.00520833333333333,No limits,Prohibit all,Prohibit all,Disclose all
Static,145,1,2.6e-4,No limits,Prohibit all,Prohibit all,Disclose all
Static,145,2,8e-5,No limits,Prohibit all,Prohibit all,Disclose all
Static,145,3,0,No limits,Prohibit all,Prohibit all,Disclose all
Static,145,4,0,No limits,Prohibit all,Prohibit all,Disclose all
Static,145,5,0,No limits,Prohibit all,Prohibit all,Disclose all
Static,145,6,0,No limits,Prohibit all,Prohibit all,Disclose all
Static,145,7,0,No limits,Prohibit all,Prohibit all,Disclose all
Static,145,8,0,No limits,Prohibit all,Prohibit all,Disclose all
Static,145,9,0,No limits,Prohibit all,Prohibit all,Disclose all
Static,145,10,0,No limits,Prohibit all,Prohibit all,Disclose all
Static,146,0,0.00520833333333333,"100,000",Prohibit all,Prohibit all,Disclose all
Static,146,1,0.008,"100,000",Prohibit all,Prohibit all,Disclose all
Static,146,2,0.00929,"100,000",Prohibit all,Prohibit all,Disclose all
Static,146,3,0.00443,"100,000",Prohibit all,Prohibit all,Disclose all
Static,146,4,0.01819,"100,000",Prohibit all,Prohibit all,Disclose all
Static,146,5,0.02832,"100,000",Prohibit all,Prohibit all,Disclose all
Static,146,6,0.00626,"100,000",Prohibit all,Prohibit all,Disclose all
Static,146,7,0.03177,"100,000",Prohibit all,Prohibit all,Disclose all
Static,146,8,0.01125,"100,000",Prohibit all,Prohibit all,Disclose all
Static,146,9,0.00739,"100,000",Prohibit all,Prohibit all,Disclose all
Static,146,10,0.00575,"100,000",Prohibit all,Prohibit all,Disclose all
Static,147,0,0.00520833333333333,"$1,000,000",Prohibit all,Prohibit all,Disclose all
Static,147,1,0.00344,"$1,000,000",Prohibit all,Prohibit all,Disclose all
Static,147,2,0.01299,"$1,000,000",Prohibit all,Prohibit all,Disclose all
Static,147,3,0.01833,"$1,000,000",Prohibit all,Prohibit all,Disclose all
Static,147,4,0.01351,"$1,000,000",Prohibit all,Prohibit all,Disclose all
Static,147,5,0.01409,"$1,000,000",Prohibit all,Prohibit all,Disclose all
Static,147,6,0.00243,"$1,000,000",Prohibit all,Prohibit all,Disclose all
Static,147,7,0.01375,"$1,000,000",Prohibit all,Prohibit all,Disclose all
Static,147,8,0.0043,"$1,000,000",Prohibit all,Prohibit all,Disclose all
Static,147,9,0.00346,"$1,000,000",Prohibit all,Prohibit all,Disclose all
Static,147,10,0.00317,"$1,000,000",Prohibit all,Prohibit all,Disclose all
Static,148,0,0.00520833333333333,"$10,000",Prohibit all,Prohibit all,Disclose all
Static,148,1,0.03684,"$10,000",Prohibit all,Prohibit all,Disclose all
Static,148,2,0.05603,"$10,000",Prohibit all,Prohibit all,Disclose all
Static,148,3,0.09546,"$10,000",Prohibit all,Prohibit all,Disclose all
Static,148,4,0.20499,"$10,000",Prohibit all,Prohibit all,Disclose all
Static,148,5,0.18093,"$10,000",Prohibit all,Prohibit all,Disclose all
Static,148,6,0.09015,"$10,000",Prohibit all,Prohibit all,Disclose all
Static,148,7,0.16078,"$10,000",Prohibit all,Prohibit all,Disclose all
Static,148,8,0.0865,"$10,000",Prohibit all,Prohibit all,Disclose all
Static,148,9,0.11715,"$10,000",Prohibit all,Prohibit all,Disclose all
Static,148,10,0.09823,"$10,000",Prohibit all,Prohibit all,Disclose all
Static,149,0,0.00520833333333333,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,149,1,6e-5,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,149,2,0,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,149,3,0,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,149,4,0,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,149,5,0,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,149,6,0,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,149,7,0,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,149,8,0,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,149,9,0,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,149,10,0,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,150,0,0.00520833333333333,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,150,1,8.3e-4,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,150,2,9e-5,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,150,3,1e-5,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,150,4,2e-5,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,150,5,6e-5,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,150,6,2e-5,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,150,7,4e-5,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,150,8,0,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,150,9,0,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,150,10,0,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,151,0,0.00520833333333333,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,151,1,3e-4,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,151,2,2.1e-4,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,151,3,2e-4,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,151,4,5e-5,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,151,5,1e-5,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,151,6,2e-5,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,151,7,4e-5,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,151,8,0,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,151,9,0,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,151,10,0,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,152,0,0.00520833333333333,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,152,1,0.00306,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,152,2,6.1e-4,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,152,3,0.00104,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,152,4,3.9e-4,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,152,5,4.4e-4,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,152,6,2.7e-4,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,152,7,1.7e-4,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,152,8,3e-5,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,152,9,0,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,152,10,3e-5,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose all
Static,153,0,0.00520833333333333,No limits,Allow all,Prohibit all,Disclose all
Static,153,1,8e-5,No limits,Allow all,Prohibit all,Disclose all
Static,153,2,0,No limits,Allow all,Prohibit all,Disclose all
Static,153,3,0,No limits,Allow all,Prohibit all,Disclose all
Static,153,4,0,No limits,Allow all,Prohibit all,Disclose all
Static,153,5,0,No limits,Allow all,Prohibit all,Disclose all
Static,153,6,0,No limits,Allow all,Prohibit all,Disclose all
Static,153,7,0,No limits,Allow all,Prohibit all,Disclose all
Static,153,8,0,No limits,Allow all,Prohibit all,Disclose all
Static,153,9,0,No limits,Allow all,Prohibit all,Disclose all
Static,153,10,0,No limits,Allow all,Prohibit all,Disclose all
Static,154,0,0.00520833333333333,"100,000",Allow all,Prohibit all,Disclose all
Static,154,1,0.00171,"100,000",Allow all,Prohibit all,Disclose all
Static,154,2,1e-5,"100,000",Allow all,Prohibit all,Disclose all
Static,154,3,0,"100,000",Allow all,Prohibit all,Disclose all
Static,154,4,0,"100,000",Allow all,Prohibit all,Disclose all
Static,154,5,0,"100,000",Allow all,Prohibit all,Disclose all
Static,154,6,0,"100,000",Allow all,Prohibit all,Disclose all
Static,154,7,0,"100,000",Allow all,Prohibit all,Disclose all
Static,154,8,0,"100,000",Allow all,Prohibit all,Disclose all
Static,154,9,0,"100,000",Allow all,Prohibit all,Disclose all
Static,154,10,0,"100,000",Allow all,Prohibit all,Disclose all
Static,155,0,0.00520833333333333,"$1,000,000",Allow all,Prohibit all,Disclose all
Static,155,1,4.4e-4,"$1,000,000",Allow all,Prohibit all,Disclose all
Static,155,2,0,"$1,000,000",Allow all,Prohibit all,Disclose all
Static,155,3,0,"$1,000,000",Allow all,Prohibit all,Disclose all
Static,155,4,0,"$1,000,000",Allow all,Prohibit all,Disclose all
Static,155,5,0,"$1,000,000",Allow all,Prohibit all,Disclose all
Static,155,6,0,"$1,000,000",Allow all,Prohibit all,Disclose all
Static,155,7,0,"$1,000,000",Allow all,Prohibit all,Disclose all
Static,155,8,0,"$1,000,000",Allow all,Prohibit all,Disclose all
Static,155,9,0,"$1,000,000",Allow all,Prohibit all,Disclose all
Static,155,10,0,"$1,000,000",Allow all,Prohibit all,Disclose all
Static,156,0,0.00520833333333333,"$10,000",Allow all,Prohibit all,Disclose all
Static,156,1,0.00625,"$10,000",Allow all,Prohibit all,Disclose all
Static,156,2,1e-5,"$10,000",Allow all,Prohibit all,Disclose all
Static,156,3,0,"$10,000",Allow all,Prohibit all,Disclose all
Static,156,4,0,"$10,000",Allow all,Prohibit all,Disclose all
Static,156,5,0,"$10,000",Allow all,Prohibit all,Disclose all
Static,156,6,0,"$10,000",Allow all,Prohibit all,Disclose all
Static,156,7,1e-5,"$10,000",Allow all,Prohibit all,Disclose all
Static,156,8,0,"$10,000",Allow all,Prohibit all,Disclose all
Static,156,9,0,"$10,000",Allow all,Prohibit all,Disclose all
Static,156,10,0,"$10,000",Allow all,Prohibit all,Disclose all
Static,157,0,0.00520833333333333,No limits,Prohibit all,5:1 match,Disclose all
Static,157,1,1e-5,No limits,Prohibit all,5:1 match,Disclose all
Static,157,2,0,No limits,Prohibit all,5:1 match,Disclose all
Static,157,3,0,No limits,Prohibit all,5:1 match,Disclose all
Static,157,4,0,No limits,Prohibit all,5:1 match,Disclose all
Static,157,5,0,No limits,Prohibit all,5:1 match,Disclose all
Static,157,6,0,No limits,Prohibit all,5:1 match,Disclose all
Static,157,7,0,No limits,Prohibit all,5:1 match,Disclose all
Static,157,8,0,No limits,Prohibit all,5:1 match,Disclose all
Static,157,9,0,No limits,Prohibit all,5:1 match,Disclose all
Static,157,10,0,No limits,Prohibit all,5:1 match,Disclose all
Static,158,0,0.00520833333333333,"100,000",Prohibit all,5:1 match,Disclose all
Static,158,1,2e-4,"100,000",Prohibit all,5:1 match,Disclose all
Static,158,2,4.6e-4,"100,000",Prohibit all,5:1 match,Disclose all
Static,158,3,2.2e-4,"100,000",Prohibit all,5:1 match,Disclose all
Static,158,4,8.5e-4,"100,000",Prohibit all,5:1 match,Disclose all
Static,158,5,0.00247,"100,000",Prohibit all,5:1 match,Disclose all
Static,158,6,3.5e-4,"100,000",Prohibit all,5:1 match,Disclose all
Static,158,7,0.00282,"100,000",Prohibit all,5:1 match,Disclose all
Static,158,8,0.0026,"100,000",Prohibit all,5:1 match,Disclose all
Static,158,9,9.8e-4,"100,000",Prohibit all,5:1 match,Disclose all
Static,158,10,0.00102,"100,000",Prohibit all,5:1 match,Disclose all
Static,159,0,0.00520833333333333,"$1,000,000",Prohibit all,5:1 match,Disclose all
Static,159,1,1.1e-4,"$1,000,000",Prohibit all,5:1 match,Disclose all
Static,159,2,8e-4,"$1,000,000",Prohibit all,5:1 match,Disclose all
Static,159,3,0.00119,"$1,000,000",Prohibit all,5:1 match,Disclose all
Static,159,4,7.1e-4,"$1,000,000",Prohibit all,5:1 match,Disclose all
Static,159,5,0.00163,"$1,000,000",Prohibit all,5:1 match,Disclose all
Static,159,6,2.4e-4,"$1,000,000",Prohibit all,5:1 match,Disclose all
Static,159,7,0.00168,"$1,000,000",Prohibit all,5:1 match,Disclose all
Static,159,8,0.00108,"$1,000,000",Prohibit all,5:1 match,Disclose all
Static,159,9,6.6e-4,"$1,000,000",Prohibit all,5:1 match,Disclose all
Static,159,10,6.2e-4,"$1,000,000",Prohibit all,5:1 match,Disclose all
Static,160,0,0.00520833333333333,"$10,000",Prohibit all,5:1 match,Disclose all
Static,160,1,9.8e-4,"$10,000",Prohibit all,5:1 match,Disclose all
Static,160,2,0.00307,"$10,000",Prohibit all,5:1 match,Disclose all
Static,160,3,0.00572,"$10,000",Prohibit all,5:1 match,Disclose all
Static,160,4,0.00867,"$10,000",Prohibit all,5:1 match,Disclose all
Static,160,5,0.01519,"$10,000",Prohibit all,5:1 match,Disclose all
Static,160,6,0.00631,"$10,000",Prohibit all,5:1 match,Disclose all
Static,160,7,0.01421,"$10,000",Prohibit all,5:1 match,Disclose all
Static,160,8,0.01992,"$10,000",Prohibit all,5:1 match,Disclose all
Static,160,9,0.01682,"$10,000",Prohibit all,5:1 match,Disclose all
Static,160,10,0.01857,"$10,000",Prohibit all,5:1 match,Disclose all
Static,161,0,0.00520833333333333,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,161,1,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,161,2,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,161,3,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,161,4,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,161,5,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,161,6,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,161,7,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,161,8,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,161,9,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,161,10,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,162,0,0.00520833333333333,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,162,1,3e-5,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,162,2,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,162,3,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,162,4,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,162,5,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,162,6,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,162,7,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,162,8,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,162,9,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,162,10,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,163,0,0.00520833333333333,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,163,1,0,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,163,2,1e-5,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,163,3,0,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,163,4,0,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose all
Static,163,5,1e-5,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose all
