case,design,arm,batch,quantity,value
Case 3: Competing second best,Thompson sampling,alt6,6,posterior_prob,0.0448
Case 3: Competing second best,Thompson sampling,alt7,6,posterior_prob,0.0078
Case 3: Competing second best,Thompson sampling,alt8,6,posterior_prob,0.0182
Case 3: Competing second best,Thompson sampling,best,7,posterior_prob,0.641
Case 3: Competing second best,Thompson sampling,alt1,7,posterior_prob,0.2758
Case 3: Competing second best,Thompson sampling,alt2,7,posterior_prob,0.01
Case 3: Competing second best,Thompson sampling,alt3,7,posterior_prob,0.0038
Case 3: Competing second best,Thompson sampling,alt4,7,posterior_prob,0.0106
Case 3: Competing second best,Thompson sampling,alt5,7,posterior_prob,0.0154
Case 3: Competing second best,Thompson sampling,alt6,7,posterior_prob,0.0284
Case 3: Competing second best,Thompson sampling,alt7,7,posterior_prob,0.0054
Case 3: Competing second best,Thompson sampling,alt8,7,posterior_prob,0.0096
Case 3: Competing second best,Thompson sampling,best,8,posterior_prob,0.6456
Case 3: Competing second best,Thompson sampling,alt1,8,posterior_prob,0.2016
Case 3: Competing second best,Thompson sampling,alt2,8,posterior_prob,0.011
Case 3: Competing second best,Thompson sampling,alt3,8,posterior_prob,0.0026
Case 3: Competing second best,Thompson sampling,alt4,8,posterior_prob,0.0208
Case 3: Competing second best,Thompson sampling,alt5,8,posterior_prob,0.0336
Case 3: Competing second best,Thompson sampling,alt6,8,posterior_prob,0.0634
Case 3: Competing second best,Thompson sampling,alt7,8,posterior_prob,0.0088
Case 3: Competing second best,Thompson sampling,alt8,8,posterior_prob,0.0126
Case 3: Competing second best,Thompson sampling,best,9,posterior_prob,0.8602
Case 3: Competing second best,Thompson sampling,alt1,9,posterior_prob,0.052
Case 3: Competing second best,Thompson sampling,alt2,9,posterior_prob,0.0058
Case 3: Competing second best,Thompson sampling,alt3,9,posterior_prob,0.0026
Case 3: Competing second best,Thompson sampling,alt4,9,posterior_prob,0.0106
Case 3: Competing second best,Thompson sampling,alt5,9,posterior_prob,0.0224
Case 3: Competing second best,Thompson sampling,alt6,9,posterior_prob,0.0304
Case 3: Competing second best,Thompson sampling,alt7,9,posterior_prob,0.0056
Case 3: Competing second best,Thompson sampling,alt8,9,posterior_prob,0.0104
Case 3: Competing second best,Thompson sampling,best,10,posterior_prob,0.8764
Case 3: Competing second best,Thompson sampling,alt1,10,posterior_prob,0.0366
Case 3: Competing second best,Thompson sampling,alt2,10,posterior_prob,0.007
Case 3: Competing second best,Thompson sampling,alt3,10,posterior_prob,0.0016
Case 3: Competing second best,Thompson sampling,alt4,10,posterior_prob,0.008
Case 3: Competing second best,Thompson sampling,alt5,10,posterior_prob,0.0082
Case 3: Competing second best,Thompson sampling,alt6,10,posterior_prob,0.0462
Case 3: Competing second best,Thompson sampling,alt7,10,posterior_prob,0.0052
Case 3: Competing second best,Thompson sampling,alt8,10,posterior_prob,0.0108
Case 3: Competing second best,Thompson sampling,best,0,cumulative_n,0
Case 3: Competing second best,Thompson sampling,alt1,0,cumulative_n,0
Case 3: Competing second best,Thompson sampling,alt2,0,cumulative_n,0
Case 3: Competing second best,Thompson sampling,alt3,0,cumulative_n,0
Case 3: Competing second best,Thompson sampling,alt4,0,cumulative_n,0
Case 3: Competing second best,Thompson sampling,alt5,0,cumulative_n,0
Case 3: Competing second best,Thompson sampling,alt6,0,cumulative_n,0
Case 3: Competing second best,Thompson sampling,alt7,0,cumulative_n,0
Case 3: Competing second best,Thompson sampling,alt8,0,cumulative_n,0
Case 3: Competing second best,Thompson sampling,best,1,cumulative_n,13
Case 3: Competing second best,Thompson sampling,alt1,1,cumulative_n,11
Case 3: Competing second best,Thompson sampling,alt2,1,cumulative_n,10
Case 3: Competing second best,Thompson sampling,alt3,1,cumulative_n,11
Case 3: Competing second best,Thompson sampling,alt4,1,cumulative_n,8
Case 3: Competing second best,Thompson sampling,alt5,1,cumulative_n,15
Case 3: Competing second best,Thompson sampling,alt6,1,cumulative_n,10
Case 3: Competing second best,Thompson sampling,alt7,1,cumulative_n,8
Case 3: Competing second best,Thompson sampling,alt8,1,cumulative_n,14
Case 3: Competing second best,Thompson sampling,best,2,cumulative_n,16
Case 3: Competing second best,Thompson sampling,alt1,2,cumulative_n,97
Case 3: Competing second best,Thompson sampling,alt2,2,cumulative_n,10
Case 3: Competing second best,Thompson sampling,alt3,2,cumulative_n,14
Case 3: Competing second best,Thompson sampling,alt4,2,cumulative_n,8
Case 3: Competing second best,Thompson sampling,alt5,2,cumulative_n,17
Case 3: Competing second best,Thompson sampling,alt6,2,cumulative_n,12
Case 3: Competing second best,Thompson sampling,alt7,2,cumulative_n,11
Case 3: Competing second best,Thompson sampling,alt8,2,cumulative_n,15
Case 3: Competing second best,Thompson sampling,best,3,cumulative_n,39
Case 3: Competing second best,Thompson sampling,alt1,3,cumulative_n,119
Case 3: Competing second best,Thompson sampling,alt2,3,cumulative_n,15
Case 3: Competing second best,Thompson sampling,alt3,3,cumulative_n,15
Case 3: Competing second best,Thompson sampling,alt4,3,cumulative_n,13
Case 3: Competing second best,Thompson sampling,alt5,3,cumulative_n,26
Case 3: Competing second best,Thompson sampling,alt6,3,cumulative_n,22
Case 3: Competing second best,Thompson sampling,alt7,3,cumulative_n,36
Case 3: Competing second best,Thompson sampling,alt8,3,cumulative_n,15
Case 3: Competing second best,Thompson sampling,best,4,cumulative_n,84
Case 3: Competing second best,Thompson sampling,alt1,4,cumulative_n,147
Case 3: Competing second best,Thompson sampling,alt2,4,cumulative_n,17
Case 3: Competing second best,Thompson sampling,alt3,4,cumulative_n,18
Case 3: Competing second best,Thompson sampling,alt4,4,cumulative_n,19
Case 3: Competing second best,Thompson sampling,alt5,4,cumulative_n,29
Case 3: Competing second best,Thompson sampling,alt6,4,cumulative_n,26
Case 3: Competing second best,Thompson sampling,alt7,4,cumulative_n,41
Case 3: Competing second best,Thompson sampling,alt8,4,cumulative_n,19
Case 3: Competing second best,Thompson sampling,best,5,cumulative_n,125
Case 3: Competing second best,Thompson sampling,alt1,5,cumulative_n,165
Case 3: Competing second best,Thompson sampling,alt2,5,cumulative_n,17
Case 3: Competing second best,Thompson sampling,alt3,5,cumulative_n,22
Case 3: Competing second best,Thompson sampling,alt4,5,cumulative_n,46
Case 3: Competing second best,Thompson sampling,alt5,5,cumulative_n,33
Case 3: Competing second best,Thompson sampling,alt6,5,cumulative_n,28
Case 3: Competing second best,Thompson sampling,alt7,5,cumulative_n,42
Case 3: Competing second best,Thompson sampling,alt8,5,cumulative_n,22
Case 3: Competing second best,Thompson sampling,best,6,cumulative_n,157
Case 3: Competing second best,Thompson sampling,alt1,6,cumulative_n,189
Case 3: Competing second best,Thompson sampling,alt2,6,cumulative_n,17
Case 3: Competing second best,Thompson sampling,alt3,6,cumulative_n,23
Case 3: Competing second best,Thompson sampling,alt4,6,cumulative_n,81
Case 3: Competing second best,Thompson sampling,alt5,6,cumulative_n,35
Case 3: Competing second best,Thompson sampling,alt6,6,cumulative_n,32
Case 3: Competing second best,Thompson sampling,alt7,6,cumulative_n,43
Case 3: Competing second best,Thompson sampling,alt8,6,cumulative_n,23
Case 3: Competing second best,Thompson sampling,best,7,cumulative_n,210
Case 3: Competing second best,Thompson sampling,alt1,7,cumulative_n,222
Case 3: Competing second best,Thompson sampling,alt2,7,cumulative_n,18
Case 3: Competing second best,Thompson sampling,alt3,7,cumulative_n,23
Case 3: Competing second best,Thompson sampling,alt4,7,cumulative_n,85
Case 3: Competing second best,Thompson sampling,alt5,7,cumulative_n,38
Case 3: Competing second best,Thompson sampling,alt6,7,cumulative_n,35
Case 3: Competing second best,Thompson sampling,alt7,7,cumulative_n,44
Case 3: Competing second best,Thompson sampling,alt8,7,cumulative_n,25
Case 3: Competing second best,Thompson sampling,best,8,cumulative_n,276
Case 3: Competing second best,Thompson sampling,alt1,8,cumulative_n,247
Case 3: Competing second best,Thompson sampling,alt2,8,cumulative_n,18
Case 3: Competing second best,Thompson sampling,alt3,8,cumulative_n,24
Case 3: Competing second best,Thompson sampling,alt4,8,cumulative_n,85
Case 3: Competing second best,Thompson sampling,alt5,8,cumulative_n,42
Case 3: Competing second best,Thompson sampling,alt6,8,cumulative_n,38
Case 3: Competing second best,Thompson sampling,alt7,8,cumulative_n,44
Case 3: Competing second best,Thompson sampling,alt8,8,cumulative_n,26
Case 3: Competing second best,Thompson sampling,best,9,cumulative_n,338
Case 3: Competing second best,Thompson sampling,alt1,9,cumulative_n,268
Case 3: Competing second best,Thompson sampling,alt2,9,cumulative_n,19
Case 3: Competing second best,Thompson sampling,alt3,9,cumulative_n,24
Case 3: Competing second best,Thompson sampling,alt4,9,cumulative_n,87
Case 3: Competing second best,Thompson sampling,alt5,9,cumulative_n,44
Case 3: Competing second best,Thompson sampling,alt6,9,cumulative_n,48
Case 3: Competing second best,Thompson sampling,alt7,9,cumulative_n,45
Case 3: Competing second best,Thompson sampling,alt8,9,cumulative_n,27
Case 3: Competing second best,Thompson sampling,best,10,cumulative_n,422
Case 3: Competing second best,Thompson sampling,alt1,10,cumulative_n,276
Case 3: Competing second best,Thompson sampling,alt2,10,cumulative_n,19
Case 3: Competing second best,Thompson sampling,alt3,10,cumulative_n,25
Case 3: Competing second best,Thompson sampling,alt4,10,cumulative_n,87
Case 3: Competing second best,Thompson sampling,alt5,10,cumulative_n,48
Case 3: Competing second best,Thompson sampling,alt6,10,cumulative_n,51
Case 3: Competing second best,Thompson sampling,alt7,10,cumulative_n,45
Case 3: Competing second best,Thompson sampling,alt8,10,cumulative_n,27
Case 3: Competing second best,Static,best,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Static,alt1,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Static,alt2,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Static,alt3,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Static,alt4,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Static,alt5,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Static,alt6,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Static,alt7,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Static,alt8,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Static,best,1,posterior_prob,0.1504
Case 3: Competing second best,Static,alt1,1,posterior_prob,0.693
Case 3: Competing second best,Static,alt2,1,posterior_prob,6e-4
Case 3: Competing second best,Static,alt3,1,posterior_prob,0.0048
Case 3: Competing second best,Static,alt4,1,posterior_prob,0.089
Case 3: Competing second best,Static,alt5,1,posterior_prob,0.0108
Case 3: Competing second best,Static,alt6,1,posterior_prob,0.0172
Case 3: Competing second best,Static,alt7,1,posterior_prob,0.0082
Case 3: Competing second best,Static,alt8,1,posterior_prob,0.026
Case 3: Competing second best,Static,best,2,posterior_prob,0.1198
Case 3: Competing second best,Static,alt1,2,posterior_prob,0.7662
Case 3: Competing second best,Static,alt2,2,posterior_prob,8e-4
Case 3: Competing second best,Static,alt3,2,posterior_prob,0
Case 3: Competing second best,Static,alt4,2,posterior_prob,0.0646
Case 3: Competing second best,Static,alt5,2,posterior_prob,6e-4
Case 3: Competing second best,Static,alt6,2,posterior_prob,0
Case 3: Competing second best,Static,alt7,2,posterior_prob,0.0014
Case 3: Competing second best,Static,alt8,2,posterior_prob,0.0466
Case 3: Competing second best,Static,best,3,posterior_prob,0.4282
Case 3: Competing second best,Static,alt1,3,posterior_prob,0.512
Case 3: Competing second best,Static,alt2,3,posterior_prob,0.0036
Case 3: Competing second best,Static,alt3,3,posterior_prob,2e-4
Case 3: Competing second best,Static,alt4,3,posterior_prob,0.026
Case 3: Competing second best,Static,alt5,3,posterior_prob,0.002
Case 3: Competing second best,Static,alt6,3,posterior_prob,2e-4
Case 3: Competing second best,Static,alt7,3,posterior_prob,4e-4
Case 3: Competing second best,Static,alt8,3,posterior_prob,0.0274
Case 3: Competing second best,Static,best,4,posterior_prob,0.146
Case 3: Competing second best,Static,alt1,4,posterior_prob,0.8414
Case 3: Competing second best,Static,alt2,4,posterior_prob,8e-4
Case 3: Competing second best,Static,alt3,4,posterior_prob,2e-4
Case 3: Competing second best,Static,alt4,4,posterior_prob,0.0074
Case 3: Competing second best,Static,alt5,4,posterior_prob,4e-4
Case 3: Competing second best,Static,alt6,4,posterior_prob,0.0016
Case 3: Competing second best,Static,alt7,4,posterior_prob,0
Case 3: Competing second best,Static,alt8,4,posterior_prob,0.0022
Case 3: Competing second best,Static,best,5,posterior_prob,0.2536
Case 3: Competing second best,Static,alt1,5,posterior_prob,0.6852
Case 3: Competing second best,Static,alt2,5,posterior_prob,0.0134
Case 3: Competing second best,Static,alt3,5,posterior_prob,0.0076
Case 3: Competing second best,Static,alt4,5,posterior_prob,0.0116
Case 3: Competing second best,Static,alt5,5,posterior_prob,0.0142
Case 3: Competing second best,Static,alt6,5,posterior_prob,0.0138
Case 3: Competing second best,Static,alt7,5,posterior_prob,0
Case 3: Competing second best,Static,alt8,5,posterior_prob,6e-4
Case 3: Competing second best,Static,best,6,posterior_prob,0.1936
Case 3: Competing second best,Static,alt1,6,posterior_prob,0.7564
Case 3: Competing second best,Static,alt2,6,posterior_prob,0.019
Case 3: Competing second best,Static,alt3,6,posterior_prob,0.01
Case 3: Competing second best,Static,alt4,6,posterior_prob,0.007
Case 3: Competing second best,Static,alt5,6,posterior_prob,0.0018
Case 3: Competing second best,Static,alt6,6,posterior_prob,0.0112
Case 3: Competing second best,Static,alt7,6,posterior_prob,8e-4
Case 3: Competing second best,Static,alt8,6,posterior_prob,2e-4
Case 3: Competing second best,Static,best,7,posterior_prob,0.1734
Case 3: Competing second best,Static,alt1,7,posterior_prob,0.7614
Case 3: Competing second best,Static,alt2,7,posterior_prob,0.01
Case 3: Competing second best,Static,alt3,7,posterior_prob,0.004
Case 3: Competing second best,Static,alt4,7,posterior_prob,0.0214
Case 3: Competing second best,Static,alt5,7,posterior_prob,0.0198
Case 3: Competing second best,Static,alt6,7,posterior_prob,0.0094
Case 3: Competing second best,Static,alt7,7,posterior_prob,2e-4
Case 3: Competing second best,Static,alt8,7,posterior_prob,4e-4
Case 3: Competing second best,Static,best,8,posterior_prob,0.248
Case 3: Competing second best,Static,alt1,8,posterior_prob,0.6706
Case 3: Competing second best,Static,alt2,8,posterior_prob,0.01
Case 3: Competing second best,Static,alt3,8,posterior_prob,0.0036
Case 3: Competing second best,Static,alt4,8,posterior_prob,0.0212
Case 3: Competing second best,Static,alt5,8,posterior_prob,0.0348
Case 3: Competing second best,Static,alt6,8,posterior_prob,0.0118
Case 3: Competing second best,Static,alt7,8,posterior_prob,0
Case 3: Competing second best,Static,alt8,8,posterior_prob,0
Case 3: Competing second best,Static,best,9,posterior_prob,0.1748
Case 3: Competing second best,Static,alt1,9,posterior_prob,0.7398
Case 3: Competing second best,Static,alt2,9,posterior_prob,0.0162
Case 3: Competing second best,Static,alt3,9,posterior_prob,0.0046
Case 3: Competing second best,Static,alt4,9,posterior_prob,0.0194
Case 3: Competing second best,Static,alt5,9,posterior_prob,0.0364
Case 3: Competing second best,Static,alt6,9,posterior_prob,0.0084
Case 3: Competing second best,Static,alt7,9,posterior_prob,2e-4
Case 3: Competing second best,Static,alt8,9,posterior_prob,2e-4
Case 3: Competing second best,Static,best,10,posterior_prob,0.2392
Case 3: Competing second best,Static,alt1,10,posterior_prob,0.6574
Case 3: Competing second best,Static,alt2,10,posterior_prob,0.0226
Case 3: Competing second best,Static,alt3,10,posterior_prob,0.0074
Case 3: Competing second best,Static,alt4,10,posterior_prob,0.0066
Case 3: Competing second best,Static,alt5,10,posterior_prob,0.027
Case 3: Competing second best,Static,alt6,10,posterior_prob,0.0398
Case 3: Competing second best,Static,alt7,10,posterior_prob,0
Case 3: Competing second best,Static,alt8,10,posterior_prob,0
Case 3: Competing second best,Static,best,0,cumulative_n,0
Case 3: Competing second best,Static,alt1,0,cumulative_n,0
Case 3: Competing second best,Static,alt2,0,cumulative_n,0
Case 3: Competing second best,Static,alt3,0,cumulative_n,0
Case 3: Competing second best,Static,alt4,0,cumulative_n,0
Case 3: Competing second best,Static,alt5,0,cumulative_n,0
Case 3: Competing second best,Static,alt6,0,cumulative_n,0
Case 3: Competing second best,Static,alt7,0,cumulative_n,0
Case 3: Competing second best,Static,alt8,0,cumulative_n,0
Case 3: Competing second best,Static,best,1,cumulative_n,17
Case 3: Competing second best,Static,alt1,1,cumulative_n,11
Case 3: Competing second best,Static,alt2,1,cumulative_n,12
Case 3: Competing second best,Static,alt3,1,cumulative_n,13
Case 3: Competing second best,Static,alt4,1,cumulative_n,13
Case 3: Competing second best,Static,alt5,1,cumulative_n,7
Case 3: Competing second best,Static,alt6,1,cumulative_n,6
Case 3: Competing second best,Static,alt7,1,cumulative_n,8
Case 3: Competing second best,Static,alt8,1,cumulative_n,13
Case 3: Competing second best,Static,best,2,cumulative_n,29
Case 3: Competing second best,Static,alt1,2,cumulative_n,21
Case 3: Competing second best,Static,alt2,2,cumulative_n,23
Case 3: Competing second best,Static,alt3,2,cumulative_n,29
Case 3: Competing second best,Static,alt4,2,cumulative_n,17
Case 3: Competing second best,Static,alt5,2,cumulative_n,16
Case 3: Competing second best,Static,alt6,2,cumulative_n,21
Case 3: Competing second best,Static,alt7,2,cumulative_n,21
Case 3: Competing second best,Static,alt8,2,cumulative_n,23
Case 3: Competing second best,Static,best,3,cumulative_n,36
Case 3: Competing second best,Static,alt1,3,cumulative_n,31
Case 3: Competing second best,Static,alt2,3,cumulative_n,35
Case 3: Competing second best,Static,alt3,3,cumulative_n,44
Case 3: Competing second best,Static,alt4,3,cumulative_n,30
Case 3: Competing second best,Static,alt5,3,cumulative_n,32
Case 3: Competing second best,Static,alt6,3,cumulative_n,33
Case 3: Competing second best,Static,alt7,3,cumulative_n,30
Case 3: Competing second best,Static,alt8,3,cumulative_n,29
Case 3: Competing second best,Static,best,4,cumulative_n,50
Case 3: Competing second best,Static,alt1,4,cumulative_n,38
Case 3: Competing second best,Static,alt2,4,cumulative_n,45
Case 3: Competing second best,Static,alt3,4,cumulative_n,58
Case 3: Competing second best,Static,alt4,4,cumulative_n,38
Case 3: Competing second best,Static,alt5,4,cumulative_n,42
Case 3: Competing second best,Static,alt6,4,cumulative_n,43
Case 3: Competing second best,Static,alt7,4,cumulative_n,43
Case 3: Competing second best,Static,alt8,4,cumulative_n,43
Case 3: Competing second best,Static,best,5,cumulative_n,60
Case 3: Competing second best,Static,alt1,5,cumulative_n,48
Case 3: Competing second best,Static,alt2,5,cumulative_n,60
Case 3: Competing second best,Static,alt3,5,cumulative_n,65
Case 3: Competing second best,Static,alt4,5,cumulative_n,50
Case 3: Competing second best,Static,alt5,5,cumulative_n,54
Case 3: Competing second best,Static,alt6,5,cumulative_n,54
Case 3: Competing second best,Static,alt7,5,cumulative_n,53
Case 3: Competing second best,Static,alt8,5,cumulative_n,56
Case 3: Competing second best,Static,best,6,cumulative_n,71
Case 3: Competing second best,Static,alt1,6,cumulative_n,58
Case 3: Competing second best,Static,alt2,6,cumulative_n,68
Case 3: Competing second best,Static,alt3,6,cumulative_n,84
Case 3: Competing second best,Static,alt4,6,cumulative_n,57
Case 3: Competing second best,Static,alt5,6,cumulative_n,69
Case 3: Competing second best,Static,alt6,6,cumulative_n,66
Case 3: Competing second best,Static,alt7,6,cumulative_n,59
Case 3: Competing second best,Static,alt8,6,cumulative_n,68
Case 3: Competing second best,Static,best,7,cumulative_n,82
Case 3: Competing second best,Static,alt1,7,cumulative_n,66
Case 3: Competing second best,Static,alt2,7,cumulative_n,77
Case 3: Competing second best,Static,alt3,7,cumulative_n,102
Case 3: Competing second best,Static,alt4,7,cumulative_n,64
Case 3: Competing second best,Static,alt5,7,cumulative_n,79
Case 3: Competing second best,Static,alt6,7,cumulative_n,77
Case 3: Competing second best,Static,alt7,7,cumulative_n,75
Case 3: Competing second best,Static,alt8,7,cumulative_n,78
Case 3: Competing second best,Static,best,8,cumulative_n,92
Case 3: Competing second best,Static,alt1,8,cumulative_n,72
Case 3: Competing second best,Static,alt2,8,cumulative_n,88
Case 3: Competing second best,Static,alt3,8,cumulative_n,123
Case 3: Competing second best,Static,alt4,8,cumulative_n,74
Case 3: Competing second best,Static,alt5,8,cumulative_n,89
Case 3: Competing second best,Static,alt6,8,cumulative_n,91
Case 3: Competing second best,Static,alt7,8,cumulative_n,85
Case 3: Competing second best,Static,alt8,8,cumulative_n,86
Case 3: Competing second best,Static,best,9,cumulative_n,104
Case 3: Competing second best,Static,alt1,9,cumulative_n,86
Case 3: Competing second best,Static,alt2,9,cumulative_n,97
Case 3: Competing second best,Static,alt3,9,cumulative_n,133
Case 3: Competing second best,Static,alt4,9,cumulative_n,81
Case 3: Competing second best,Static,alt5,9,cumulative_n,102
Case 3: Competing second best,Static,alt6,9,cumulative_n,104
Case 3: Competing second best,Static,alt7,9,cumulative_n,94
Case 3: Competing second best,Static,alt8,9,cumulative_n,99
Case 3: Competing second best,Static,best,10,cumulative_n,118
Case 3: Competing second best,Static,alt1,10,cumulative_n,90
Case 3: Competing second best,Static,alt2,10,cumulative_n,106
Case 3: Competing second best,Static,alt3,10,cumulative_n,150
Case 3: Competing second best,Static,alt4,10,cumulative_n,95
Case 3: Competing second best,Static,alt5,10,cumulative_n,115
Case 3: Competing second best,Static,alt6,10,cumulative_n,116
Case 3: Competing second best,Static,alt7,10,cumulative_n,100
Case 3: Competing second best,Static,alt8,10,cumulative_n,110
Case 3: Competing second best,Control-augmented,best,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Control-augmented,alt1,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Control-augmented,alt2,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Control-augmented,alt3,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Control-augmented,alt4,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Control-augmented,alt5,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Control-augmented,alt6,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Control-augmented,alt7,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Control-augmented,alt8,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Control-augmented,best,1,posterior_prob,0.3586
Case 3: Competing second best,Control-augmented,alt1,1,posterior_prob,0.3494
Case 3: Competing second best,Control-augmented,alt2,1,posterior_prob,0.0086
Case 3: Competing second best,Control-augmented,alt3,1,posterior_prob,0.0218
Case 3: Competing second best,Control-augmented,alt4,1,posterior_prob,0.0086
Case 3: Competing second best,Control-augmented,alt5,1,posterior_prob,0.0032
Case 3: Competing second best,Control-augmented,alt6,1,posterior_prob,0.0212
Case 3: Competing second best,Control-augmented,alt7,1,posterior_prob,0.1184
Case 3: Competing second best,Control-augmented,alt8,1,posterior_prob,0.1102
Case 3: Competing second best,Control-augmented,best,2,posterior_prob,0.314
Case 3: Competing second best,Control-augmented,alt1,2,posterior_prob,0.1526
Case 3: Competing second best,Control-augmented,alt2,2,posterior_prob,0.0052
Case 3: Competing second best,Control-augmented,alt3,2,posterior_prob,0.0918
Case 3: Competing second best,Control-augmented,alt4,2,posterior_prob,0.052
Case 3: Competing second best,Control-augmented,alt5,2,posterior_prob,0.0218
Case 3: Competing second best,Control-augmented,alt6,2,posterior_prob,0.0678
Case 3: Competing second best,Control-augmented,alt7,2,posterior_prob,0.163
Case 3: Competing second best,Control-augmented,alt8,2,posterior_prob,0.1318
Case 3: Competing second best,Control-augmented,best,3,posterior_prob,0.313
Case 3: Competing second best,Control-augmented,alt1,3,posterior_prob,0.2076
Case 3: Competing second best,Control-augmented,alt2,3,posterior_prob,4e-4
Case 3: Competing second best,Control-augmented,alt3,3,posterior_prob,0.0814
Case 3: Competing second best,Control-augmented,alt4,3,posterior_prob,0.0134
Case 3: Competing second best,Control-augmented,alt5,3,posterior_prob,0.0644
Case 3: Competing second best,Control-augmented,alt6,3,posterior_prob,0.2198
Case 3: Competing second best,Control-augmented,alt7,3,posterior_prob,0.0722
Case 3: Competing second best,Control-augmented,alt8,3,posterior_prob,0.0278
Case 3: Competing second best,Control-augmented,best,4,posterior_prob,0.3034
Case 3: Competing second best,Control-augmented,alt1,4,posterior_prob,0.1002
Case 3: Competing second best,Control-augmented,alt2,4,posterior_prob,0
Case 3: Competing second best,Control-augmented,alt3,4,posterior_prob,0.2576
Case 3: Competing second best,Control-augmented,alt4,4,posterior_prob,0.0228
Case 3: Competing second best,Control-augmented,alt5,4,posterior_prob,0.1248
Case 3: Competing second best,Control-augmented,alt6,4,posterior_prob,0.0726
Case 3: Competing second best,Control-augmented,alt7,4,posterior_prob,0.0386
Case 3: Competing second best,Control-augmented,alt8,4,posterior_prob,0.08
Case 3: Competing second best,Control-augmented,best,5,posterior_prob,0.6536
Case 3: Competing second best,Control-augmented,alt1,5,posterior_prob,0.0516
Case 3: Competing second best,Control-augmented,alt2,5,posterior_prob,0
Case 3: Competing second best,Control-augmented,alt3,5,posterior_prob,0.0056
Case 3: Competing second best,Control-augmented,alt4,5,posterior_prob,0.0684
Case 3: Competing second best,Control-augmented,alt5,5,posterior_prob,0.0218
Case 3: Competing second best,Control-augmented,alt6,5,posterior_prob,0.0388
Case 3: Competing second best,Control-augmented,alt7,5,posterior_prob,0.0318
Case 3: Competing second best,Control-augmented,alt8,5,posterior_prob,0.1284
Case 3: Competing second best,Control-augmented,best,6,posterior_prob,0.6216
Case 3: Competing second best,Control-augmented,alt1,6,posterior_prob,0.0236
Case 3: Competing second best,Control-augmented,alt2,6,posterior_prob,0
Case 3: Competing second best,Control-augmented,alt3,6,posterior_prob,0.007
Case 3: Competing second best,Control-augmented,alt4,6,posterior_prob,0.2174
Case 3: Competing second best,Control-augmented,alt5,6,posterior_prob,0.0266
Case 3: Competing second best,Control-augmented,alt6,6,posterior_prob,0.0214
Case 3: Competing second best,Control-augmented,alt7,6,posterior_prob,0.013
Case 3: Competing second best,Control-augmented,alt8,6,posterior_prob,0.0694
Case 3: Competing second best,Control-augmented,best,7,posterior_prob,0.7176
Case 3: Competing second best,Control-augmented,alt1,7,posterior_prob,0.032
Case 3: Competing second best,Control-augmented,alt2,7,posterior_prob,0
Case 3: Competing second best,Control-augmented,alt3,7,posterior_prob,0.0098
Case 3: Competing second best,Control-augmented,alt4,7,posterior_prob,0.0856
Case 3: Competing second best,Control-augmented,alt5,7,posterior_prob,0.0306
Case 3: Competing second best,Control-augmented,alt6,7,posterior_prob,0.0362
Case 3: Competing second best,Control-augmented,alt7,7,posterior_prob,0.0158
Case 3: Competing second best,Control-augmented,alt8,7,posterior_prob,0.0724
Case 3: Competing second best,Control-augmented,best,8,posterior_prob,0.5102
Case 3: Competing second best,Control-augmented,alt1,8,posterior_prob,0.0834
Case 3: Competing second best,Control-augmented,alt2,8,posterior_prob,0
Case 3: Competing second best,Control-augmented,alt3,8,posterior_prob,0.0134
Case 3: Competing second best,Control-augmented,alt4,8,posterior_prob,0.1946
Case 3: Competing second best,Control-augmented,alt5,8,posterior_prob,0.038
Case 3: Competing second best,Control-augmented,alt6,8,posterior_prob,0.0614
Case 3: Competing second best,Control-augmented,alt7,8,posterior_prob,0.0298
Case 3: Competing second best,Control-augmented,alt8,8,posterior_prob,0.0692
Case 3: Competing second best,Control-augmented,best,9,posterior_prob,0.6692
Case 3: Competing second best,Control-augmented,alt1,9,posterior_prob,0.0698
Case 3: Competing second best,Control-augmented,alt2,9,posterior_prob,0
Case 3: Competing second best,Control-augmented,alt3,9,posterior_prob,0.0116
Case 3: Competing second best,Control-augmented,alt4,9,posterior_prob,0.1132
Case 3: Competing second best,Control-augmented,alt5,9,posterior_prob,0.0242
Case 3: Competing second best,Control-augmented,alt6,9,posterior_prob,0.0386
Case 3: Competing second best,Control-augmented,alt7,9,posterior_prob,0.0254
