case,design,arm,batch,quantity,value
Case 2: No clear winner,Static,alt6,3,posterior_prob,0.0336
Case 2: No clear winner,Static,alt7,3,posterior_prob,0.0968
Case 2: No clear winner,Static,alt8,3,posterior_prob,0.194
Case 2: No clear winner,Static,best,4,posterior_prob,0.1552
Case 2: No clear winner,Static,alt1,4,posterior_prob,0.0242
Case 2: No clear winner,Static,alt2,4,posterior_prob,0.0248
Case 2: No clear winner,Static,alt3,4,posterior_prob,0.034
Case 2: No clear winner,Static,alt4,4,posterior_prob,0.3172
Case 2: No clear winner,Static,alt5,4,posterior_prob,0.0188
Case 2: No clear winner,Static,alt6,4,posterior_prob,0.0728
Case 2: No clear winner,Static,alt7,4,posterior_prob,0.0816
Case 2: No clear winner,Static,alt8,4,posterior_prob,0.2714
Case 2: No clear winner,Static,best,5,posterior_prob,0.1588
Case 2: No clear winner,Static,alt1,5,posterior_prob,0.0162
Case 2: No clear winner,Static,alt2,5,posterior_prob,0.0072
Case 2: No clear winner,Static,alt3,5,posterior_prob,0.1284
Case 2: No clear winner,Static,alt4,5,posterior_prob,0.3652
Case 2: No clear winner,Static,alt5,5,posterior_prob,0.0046
Case 2: No clear winner,Static,alt6,5,posterior_prob,0.04
Case 2: No clear winner,Static,alt7,5,posterior_prob,0.1624
Case 2: No clear winner,Static,alt8,5,posterior_prob,0.1172
Case 2: No clear winner,Static,best,6,posterior_prob,0.1338
Case 2: No clear winner,Static,alt1,6,posterior_prob,0.0178
Case 2: No clear winner,Static,alt2,6,posterior_prob,0.0064
Case 2: No clear winner,Static,alt3,6,posterior_prob,0.0526
Case 2: No clear winner,Static,alt4,6,posterior_prob,0.1712
Case 2: No clear winner,Static,alt5,6,posterior_prob,0.018
Case 2: No clear winner,Static,alt6,6,posterior_prob,0.102
Case 2: No clear winner,Static,alt7,6,posterior_prob,0.2152
Case 2: No clear winner,Static,alt8,6,posterior_prob,0.283
Case 2: No clear winner,Static,best,7,posterior_prob,0.0894
Case 2: No clear winner,Static,alt1,7,posterior_prob,0.0302
Case 2: No clear winner,Static,alt2,7,posterior_prob,0.0308
Case 2: No clear winner,Static,alt3,7,posterior_prob,0.0402
Case 2: No clear winner,Static,alt4,7,posterior_prob,0.0912
Case 2: No clear winner,Static,alt5,7,posterior_prob,0.0252
Case 2: No clear winner,Static,alt6,7,posterior_prob,0.0738
Case 2: No clear winner,Static,alt7,7,posterior_prob,0.2474
Case 2: No clear winner,Static,alt8,7,posterior_prob,0.3718
Case 2: No clear winner,Static,best,8,posterior_prob,0.0614
Case 2: No clear winner,Static,alt1,8,posterior_prob,0.0266
Case 2: No clear winner,Static,alt2,8,posterior_prob,0.0142
Case 2: No clear winner,Static,alt3,8,posterior_prob,0.038
Case 2: No clear winner,Static,alt4,8,posterior_prob,0.0432
Case 2: No clear winner,Static,alt5,8,posterior_prob,0.0102
Case 2: No clear winner,Static,alt6,8,posterior_prob,0.2058
Case 2: No clear winner,Static,alt7,8,posterior_prob,0.1384
Case 2: No clear winner,Static,alt8,8,posterior_prob,0.4622
Case 2: No clear winner,Static,best,9,posterior_prob,0.0444
Case 2: No clear winner,Static,alt1,9,posterior_prob,0.0136
Case 2: No clear winner,Static,alt2,9,posterior_prob,0.0298
Case 2: No clear winner,Static,alt3,9,posterior_prob,0.0906
Case 2: No clear winner,Static,alt4,9,posterior_prob,0.0726
Case 2: No clear winner,Static,alt5,9,posterior_prob,0.018
Case 2: No clear winner,Static,alt6,9,posterior_prob,0.297
Case 2: No clear winner,Static,alt7,9,posterior_prob,0.1012
Case 2: No clear winner,Static,alt8,9,posterior_prob,0.3328
Case 2: No clear winner,Static,best,10,posterior_prob,0.0582
Case 2: No clear winner,Static,alt1,10,posterior_prob,0.0222
Case 2: No clear winner,Static,alt2,10,posterior_prob,0.0458
Case 2: No clear winner,Static,alt3,10,posterior_prob,0.0688
Case 2: No clear winner,Static,alt4,10,posterior_prob,0.086
Case 2: No clear winner,Static,alt5,10,posterior_prob,0.0224
Case 2: No clear winner,Static,alt6,10,posterior_prob,0.3574
Case 2: No clear winner,Static,alt7,10,posterior_prob,0.137
Case 2: No clear winner,Static,alt8,10,posterior_prob,0.2022
Case 2: No clear winner,Static,best,0,cumulative_n,0
Case 2: No clear winner,Static,alt1,0,cumulative_n,0
Case 2: No clear winner,Static,alt2,0,cumulative_n,0
Case 2: No clear winner,Static,alt3,0,cumulative_n,0
Case 2: No clear winner,Static,alt4,0,cumulative_n,0
Case 2: No clear winner,Static,alt5,0,cumulative_n,0
Case 2: No clear winner,Static,alt6,0,cumulative_n,0
Case 2: No clear winner,Static,alt7,0,cumulative_n,0
Case 2: No clear winner,Static,alt8,0,cumulative_n,0
Case 2: No clear winner,Static,best,1,cumulative_n,7
Case 2: No clear winner,Static,alt1,1,cumulative_n,11
Case 2: No clear winner,Static,alt2,1,cumulative_n,14
Case 2: No clear winner,Static,alt3,1,cumulative_n,14
Case 2: No clear winner,Static,alt4,1,cumulative_n,13
Case 2: No clear winner,Static,alt5,1,cumulative_n,13
Case 2: No clear winner,Static,alt6,1,cumulative_n,11
Case 2: No clear winner,Static,alt7,1,cumulative_n,11
Case 2: No clear winner,Static,alt8,1,cumulative_n,6
Case 2: No clear winner,Static,best,2,cumulative_n,19
Case 2: No clear winner,Static,alt1,2,cumulative_n,24
Case 2: No clear winner,Static,alt2,2,cumulative_n,27
Case 2: No clear winner,Static,alt3,2,cumulative_n,23
Case 2: No clear winner,Static,alt4,2,cumulative_n,18
Case 2: No clear winner,Static,alt5,2,cumulative_n,25
Case 2: No clear winner,Static,alt6,2,cumulative_n,27
Case 2: No clear winner,Static,alt7,2,cumulative_n,20
Case 2: No clear winner,Static,alt8,2,cumulative_n,17
Case 2: No clear winner,Static,best,3,cumulative_n,26
Case 2: No clear winner,Static,alt1,3,cumulative_n,33
Case 2: No clear winner,Static,alt2,3,cumulative_n,42
Case 2: No clear winner,Static,alt3,3,cumulative_n,31
Case 2: No clear winner,Static,alt4,3,cumulative_n,33
Case 2: No clear winner,Static,alt5,3,cumulative_n,34
Case 2: No clear winner,Static,alt6,3,cumulative_n,36
Case 2: No clear winner,Static,alt7,3,cumulative_n,35
Case 2: No clear winner,Static,alt8,3,cumulative_n,30
Case 2: No clear winner,Static,best,4,cumulative_n,39
Case 2: No clear winner,Static,alt1,4,cumulative_n,40
Case 2: No clear winner,Static,alt2,4,cumulative_n,62
Case 2: No clear winner,Static,alt3,4,cumulative_n,45
Case 2: No clear winner,Static,alt4,4,cumulative_n,43
Case 2: No clear winner,Static,alt5,4,cumulative_n,42
Case 2: No clear winner,Static,alt6,4,cumulative_n,39
Case 2: No clear winner,Static,alt7,4,cumulative_n,51
Case 2: No clear winner,Static,alt8,4,cumulative_n,39
Case 2: No clear winner,Static,best,5,cumulative_n,53
Case 2: No clear winner,Static,alt1,5,cumulative_n,52
Case 2: No clear winner,Static,alt2,5,cumulative_n,75
Case 2: No clear winner,Static,alt3,5,cumulative_n,56
Case 2: No clear winner,Static,alt4,5,cumulative_n,50
Case 2: No clear winner,Static,alt5,5,cumulative_n,52
Case 2: No clear winner,Static,alt6,5,cumulative_n,53
Case 2: No clear winner,Static,alt7,5,cumulative_n,59
Case 2: No clear winner,Static,alt8,5,cumulative_n,50
Case 2: No clear winner,Static,best,6,cumulative_n,65
Case 2: No clear winner,Static,alt1,6,cumulative_n,65
Case 2: No clear winner,Static,alt2,6,cumulative_n,84
Case 2: No clear winner,Static,alt3,6,cumulative_n,69
Case 2: No clear winner,Static,alt4,6,cumulative_n,61
Case 2: No clear winner,Static,alt5,6,cumulative_n,63
Case 2: No clear winner,Static,alt6,6,cumulative_n,67
Case 2: No clear winner,Static,alt7,6,cumulative_n,71
Case 2: No clear winner,Static,alt8,6,cumulative_n,55
Case 2: No clear winner,Static,best,7,cumulative_n,81
Case 2: No clear winner,Static,alt1,7,cumulative_n,79
Case 2: No clear winner,Static,alt2,7,cumulative_n,94
Case 2: No clear winner,Static,alt3,7,cumulative_n,74
Case 2: No clear winner,Static,alt4,7,cumulative_n,73
Case 2: No clear winner,Static,alt5,7,cumulative_n,74
Case 2: No clear winner,Static,alt6,7,cumulative_n,76
Case 2: No clear winner,Static,alt7,7,cumulative_n,81
Case 2: No clear winner,Static,alt8,7,cumulative_n,68
Case 2: No clear winner,Static,best,8,cumulative_n,96
Case 2: No clear winner,Static,alt1,8,cumulative_n,90
Case 2: No clear winner,Static,alt2,8,cumulative_n,105
Case 2: No clear winner,Static,alt3,8,cumulative_n,85
Case 2: No clear winner,Static,alt4,8,cumulative_n,83
Case 2: No clear winner,Static,alt5,8,cumulative_n,82
Case 2: No clear winner,Static,alt6,8,cumulative_n,91
Case 2: No clear winner,Static,alt7,8,cumulative_n,90
Case 2: No clear winner,Static,alt8,8,cumulative_n,78
Case 2: No clear winner,Static,best,9,cumulative_n,103
Case 2: No clear winner,Static,alt1,9,cumulative_n,100
Case 2: No clear winner,Static,alt2,9,cumulative_n,116
Case 2: No clear winner,Static,alt3,9,cumulative_n,101
Case 2: No clear winner,Static,alt4,9,cumulative_n,96
Case 2: No clear winner,Static,alt5,9,cumulative_n,89
Case 2: No clear winner,Static,alt6,9,cumulative_n,109
Case 2: No clear winner,Static,alt7,9,cumulative_n,99
Case 2: No clear winner,Static,alt8,9,cumulative_n,87
Case 2: No clear winner,Static,best,10,cumulative_n,111
Case 2: No clear winner,Static,alt1,10,cumulative_n,114
Case 2: No clear winner,Static,alt2,10,cumulative_n,128
Case 2: No clear winner,Static,alt3,10,cumulative_n,114
Case 2: No clear winner,Static,alt4,10,cumulative_n,103
Case 2: No clear winner,Static,alt5,10,cumulative_n,99
Case 2: No clear winner,Static,alt6,10,cumulative_n,122
Case 2: No clear winner,Static,alt7,10,cumulative_n,111
Case 2: No clear winner,Static,alt8,10,cumulative_n,98
Case 2: No clear winner,Control-augmented,best,0,posterior_prob,0.1111111111111111
Case 2: No clear winner,Control-augmented,alt1,0,posterior_prob,0.1111111111111111
Case 2: No clear winner,Control-augmented,alt2,0,posterior_prob,0.1111111111111111
Case 2: No clear winner,Control-augmented,alt3,0,posterior_prob,0.1111111111111111
Case 2: No clear winner,Control-augmented,alt4,0,posterior_prob,0.1111111111111111
Case 2: No clear winner,Control-augmented,alt5,0,posterior_prob,0.1111111111111111
Case 2: No clear winner,Control-augmented,alt6,0,posterior_prob,0.1111111111111111
Case 2: No clear winner,Control-augmented,alt7,0,posterior_prob,0.1111111111111111
Case 2: No clear winner,Control-augmented,alt8,0,posterior_prob,0.1111111111111111
Case 2: No clear winner,Control-augmented,best,1,posterior_prob,0.021
Case 2: No clear winner,Control-augmented,alt1,1,posterior_prob,0.3466
Case 2: No clear winner,Control-augmented,alt2,1,posterior_prob,0.265
Case 2: No clear winner,Control-augmented,alt3,1,posterior_prob,0.1742
Case 2: No clear winner,Control-augmented,alt4,1,posterior_prob,0.034
Case 2: No clear winner,Control-augmented,alt5,1,posterior_prob,0.006
Case 2: No clear winner,Control-augmented,alt6,1,posterior_prob,0.12
Case 2: No clear winner,Control-augmented,alt7,1,posterior_prob,0.033
Case 2: No clear winner,Control-augmented,alt8,1,posterior_prob,2e-4
Case 2: No clear winner,Control-augmented,best,2,posterior_prob,0.0792
Case 2: No clear winner,Control-augmented,alt1,2,posterior_prob,0.554
Case 2: No clear winner,Control-augmented,alt2,2,posterior_prob,0.0172
Case 2: No clear winner,Control-augmented,alt3,2,posterior_prob,0.1762
Case 2: No clear winner,Control-augmented,alt4,2,posterior_prob,0.1102
Case 2: No clear winner,Control-augmented,alt5,2,posterior_prob,0.0324
Case 2: No clear winner,Control-augmented,alt6,2,posterior_prob,0.0056
Case 2: No clear winner,Control-augmented,alt7,2,posterior_prob,0.019
Case 2: No clear winner,Control-augmented,alt8,2,posterior_prob,0.0062
Case 2: No clear winner,Control-augmented,best,3,posterior_prob,0.1118
Case 2: No clear winner,Control-augmented,alt1,3,posterior_prob,0.5054
Case 2: No clear winner,Control-augmented,alt2,3,posterior_prob,0.0394
Case 2: No clear winner,Control-augmented,alt3,3,posterior_prob,0.243
Case 2: No clear winner,Control-augmented,alt4,3,posterior_prob,0.025
Case 2: No clear winner,Control-augmented,alt5,3,posterior_prob,0.0168
Case 2: No clear winner,Control-augmented,alt6,3,posterior_prob,0.017
Case 2: No clear winner,Control-augmented,alt7,3,posterior_prob,0.024
Case 2: No clear winner,Control-augmented,alt8,3,posterior_prob,0.0176
Case 2: No clear winner,Control-augmented,best,4,posterior_prob,0.1682
Case 2: No clear winner,Control-augmented,alt1,4,posterior_prob,0.4884
Case 2: No clear winner,Control-augmented,alt2,4,posterior_prob,0.0844
Case 2: No clear winner,Control-augmented,alt3,4,posterior_prob,0.1504
Case 2: No clear winner,Control-augmented,alt4,4,posterior_prob,0.0374
Case 2: No clear winner,Control-augmented,alt5,4,posterior_prob,0.0196
Case 2: No clear winner,Control-augmented,alt6,4,posterior_prob,0.0124
Case 2: No clear winner,Control-augmented,alt7,4,posterior_prob,0.0178
Case 2: No clear winner,Control-augmented,alt8,4,posterior_prob,0.0214
Case 2: No clear winner,Control-augmented,best,5,posterior_prob,0.4628
Case 2: No clear winner,Control-augmented,alt1,5,posterior_prob,0.1832
Case 2: No clear winner,Control-augmented,alt2,5,posterior_prob,0.0524
Case 2: No clear winner,Control-augmented,alt3,5,posterior_prob,0.1916
Case 2: No clear winner,Control-augmented,alt4,5,posterior_prob,0.0294
Case 2: No clear winner,Control-augmented,alt5,5,posterior_prob,0.0214
Case 2: No clear winner,Control-augmented,alt6,5,posterior_prob,0.0146
Case 2: No clear winner,Control-augmented,alt7,5,posterior_prob,0.0224
Case 2: No clear winner,Control-augmented,alt8,5,posterior_prob,0.0222
Case 2: No clear winner,Control-augmented,best,6,posterior_prob,0.1046
Case 2: No clear winner,Control-augmented,alt1,6,posterior_prob,0.1618
Case 2: No clear winner,Control-augmented,alt2,6,posterior_prob,0.046
Case 2: No clear winner,Control-augmented,alt3,6,posterior_prob,0.436
Case 2: No clear winner,Control-augmented,alt4,6,posterior_prob,0.036
Case 2: No clear winner,Control-augmented,alt5,6,posterior_prob,0.0264
Case 2: No clear winner,Control-augmented,alt6,6,posterior_prob,0.0176
Case 2: No clear winner,Control-augmented,alt7,6,posterior_prob,0.1404
Case 2: No clear winner,Control-augmented,alt8,6,posterior_prob,0.0312
Case 2: No clear winner,Control-augmented,best,7,posterior_prob,0.0748
Case 2: No clear winner,Control-augmented,alt1,7,posterior_prob,0.1362
Case 2: No clear winner,Control-augmented,alt2,7,posterior_prob,0.0298
Case 2: No clear winner,Control-augmented,alt3,7,posterior_prob,0.3472
Case 2: No clear winner,Control-augmented,alt4,7,posterior_prob,0.0898
Case 2: No clear winner,Control-augmented,alt5,7,posterior_prob,0.0246
Case 2: No clear winner,Control-augmented,alt6,7,posterior_prob,0.0134
Case 2: No clear winner,Control-augmented,alt7,7,posterior_prob,0.1802
Case 2: No clear winner,Control-augmented,alt8,7,posterior_prob,0.104
Case 2: No clear winner,Control-augmented,best,8,posterior_prob,0.013
Case 2: No clear winner,Control-augmented,alt1,8,posterior_prob,0.0302
Case 2: No clear winner,Control-augmented,alt2,8,posterior_prob,0.0034
Case 2: No clear winner,Control-augmented,alt3,8,posterior_prob,0.3872
Case 2: No clear winner,Control-augmented,alt4,8,posterior_prob,0.0276
Case 2: No clear winner,Control-augmented,alt5,8,posterior_prob,0.0122
Case 2: No clear winner,Control-augmented,alt6,8,posterior_prob,0.0062
Case 2: No clear winner,Control-augmented,alt7,8,posterior_prob,0.4798
Case 2: No clear winner,Control-augmented,alt8,8,posterior_prob,0.0404
Case 2: No clear winner,Control-augmented,best,9,posterior_prob,0.042
Case 2: No clear winner,Control-augmented,alt1,9,posterior_prob,0.0468
Case 2: No clear winner,Control-augmented,alt2,9,posterior_prob,0.0102
Case 2: No clear winner,Control-augmented,alt3,9,posterior_prob,0.5336
Case 2: No clear winner,Control-augmented,alt4,9,posterior_prob,0.0328
Case 2: No clear winner,Control-augmented,alt5,9,posterior_prob,0.013
Case 2: No clear winner,Control-augmented,alt6,9,posterior_prob,0.007
Case 2: No clear winner,Control-augmented,alt7,9,posterior_prob,0.2742
Case 2: No clear winner,Control-augmented,alt8,9,posterior_prob,0.0404
Case 2: No clear winner,Control-augmented,best,10,posterior_prob,0.034
Case 2: No clear winner,Control-augmented,alt1,10,posterior_prob,0.0456
Case 2: No clear winner,Control-augmented,alt2,10,posterior_prob,0.0182
Case 2: No clear winner,Control-augmented,alt3,10,posterior_prob,0.2032
Case 2: No clear winner,Control-augmented,alt4,10,posterior_prob,0.0862
Case 2: No clear winner,Control-augmented,alt5,10,posterior_prob,0.0122
Case 2: No clear winner,Control-augmented,alt6,10,posterior_prob,0.0074
Case 2: No clear winner,Control-augmented,alt7,10,posterior_prob,0.5528
Case 2: No clear winner,Control-augmented,alt8,10,posterior_prob,0.0404
Case 2: No clear winner,Control-augmented,best,0,cumulative_n,0
Case 2: No clear winner,Control-augmented,alt1,0,cumulative_n,0
Case 2: No clear winner,Control-augmented,alt2,0,cumulative_n,0
Case 2: No clear winner,Control-augmented,alt3,0,cumulative_n,0
Case 2: No clear winner,Control-augmented,alt4,0,cumulative_n,0
Case 2: No clear winner,Control-augmented,alt5,0,cumulative_n,0
Case 2: No clear winner,Control-augmented,alt6,0,cumulative_n,0
Case 2: No clear winner,Control-augmented,alt7,0,cumulative_n,0
Case 2: No clear winner,Control-augmented,alt8,0,cumulative_n,0
Case 2: No clear winner,Control-augmented,best,1,cumulative_n,15
Case 2: No clear winner,Control-augmented,alt1,1,cumulative_n,12
Case 2: No clear winner,Control-augmented,alt2,1,cumulative_n,6
Case 2: No clear winner,Control-augmented,alt3,1,cumulative_n,15
Case 2: No clear winner,Control-augmented,alt4,1,cumulative_n,8
Case 2: No clear winner,Control-augmented,alt5,1,cumulative_n,13
Case 2: No clear winner,Control-augmented,alt6,1,cumulative_n,4
Case 2: No clear winner,Control-augmented,alt7,1,cumulative_n,7
Case 2: No clear winner,Control-augmented,alt8,1,cumulative_n,20
Case 2: No clear winner,Control-augmented,best,2,cumulative_n,17
Case 2: No clear winner,Control-augmented,alt1,2,cumulative_n,45
Case 2: No clear winner,Control-augmented,alt2,2,cumulative_n,25
Case 2: No clear winner,Control-augmented,alt3,2,cumulative_n,30
Case 2: No clear winner,Control-augmented,alt4,2,cumulative_n,15
Case 2: No clear winner,Control-augmented,alt5,2,cumulative_n,13
Case 2: No clear winner,Control-augmented,alt6,2,cumulative_n,20
Case 2: No clear winner,Control-augmented,alt7,2,cumulative_n,15
Case 2: No clear winner,Control-augmented,alt8,2,cumulative_n,20
Case 2: No clear winner,Control-augmented,best,3,cumulative_n,19
Case 2: No clear winner,Control-augmented,alt1,3,cumulative_n,82
Case 2: No clear winner,Control-augmented,alt2,3,cumulative_n,51
Case 2: No clear winner,Control-augmented,alt3,3,cumulative_n,42
Case 2: No clear winner,Control-augmented,alt4,3,cumulative_n,28
Case 2: No clear winner,Control-augmented,alt5,3,cumulative_n,20
Case 2: No clear winner,Control-augmented,alt6,3,cumulative_n,20
Case 2: No clear winner,Control-augmented,alt7,3,cumulative_n,18
Case 2: No clear winner,Control-augmented,alt8,3,cumulative_n,20
Case 2: No clear winner,Control-augmented,best,4,cumulative_n,25
Case 2: No clear winner,Control-augmented,alt1,4,cumulative_n,126
Case 2: No clear winner,Control-augmented,alt2,4,cumulative_n,87
Case 2: No clear winner,Control-augmented,alt3,4,cumulative_n,49
Case 2: No clear winner,Control-augmented,alt4,4,cumulative_n,28
Case 2: No clear winner,Control-augmented,alt5,4,cumulative_n,21
Case 2: No clear winner,Control-augmented,alt6,4,cumulative_n,23
Case 2: No clear winner,Control-augmented,alt7,4,cumulative_n,21
Case 2: No clear winner,Control-augmented,alt8,4,cumulative_n,20
Case 2: No clear winner,Control-augmented,best,5,cumulative_n,31
Case 2: No clear winner,Control-augmented,alt1,5,cumulative_n,158
Case 2: No clear winner,Control-augmented,alt2,5,cumulative_n,136
Case 2: No clear winner,Control-augmented,alt3,5,cumulative_n,57
Case 2: No clear winner,Control-augmented,alt4,5,cumulative_n,32
Case 2: No clear winner,Control-augmented,alt5,5,cumulative_n,21
Case 2: No clear winner,Control-augmented,alt6,5,cumulative_n,24
Case 2: No clear winner,Control-augmented,alt7,5,cumulative_n,21
Case 2: No clear winner,Control-augmented,alt8,5,cumulative_n,20
Case 2: No clear winner,Control-augmented,best,6,cumulative_n,79
Case 2: No clear winner,Control-augmented,alt1,6,cumulative_n,174
Case 2: No clear winner,Control-augmented,alt2,6,cumulative_n,150
Case 2: No clear winner,Control-augmented,alt3,6,cumulative_n,74
Case 2: No clear winner,Control-augmented,alt4,6,cumulative_n,33
Case 2: No clear winner,Control-augmented,alt5,6,cumulative_n,22
Case 2: No clear winner,Control-augmented,alt6,6,cumulative_n,25
Case 2: No clear winner,Control-augmented,alt7,6,cumulative_n,22
Case 2: No clear winner,Control-augmented,alt8,6,cumulative_n,21
Case 2: No clear winner,Control-augmented,best,7,cumulative_n,88
Case 2: No clear winner,Control-augmented,alt1,7,cumulative_n,185
Case 2: No clear winner,Control-augmented,alt2,7,cumulative_n,162
Case 2: No clear winner,Control-augmented,alt3,7,cumulative_n,112
Case 2: No clear winner,Control-augmented,alt4,7,cumulative_n,37
Case 2: No clear winner,Control-augmented,alt5,7,cumulative_n,24
Case 2: No clear winner,Control-augmented,alt6,7,cumulative_n,28
Case 2: No clear winner,Control-augmented,alt7,7,cumulative_n,39
Case 2: No clear winner,Control-augmented,alt8,7,cumulative_n,25
Case 2: No clear winner,Control-augmented,best,8,cumulative_n,97
Case 2: No clear winner,Control-augmented,alt1,8,cumulative_n,206
Case 2: No clear winner,Control-augmented,alt2,8,cumulative_n,171
Case 2: No clear winner,Control-augmented,alt3,8,cumulative_n,138
Case 2: No clear winner,Control-augmented,alt4,8,cumulative_n,49
Case 2: No clear winner,Control-augmented,alt5,8,cumulative_n,24
Case 2: No clear winner,Control-augmented,alt6,8,cumulative_n,28
Case 2: No clear winner,Control-augmented,alt7,8,cumulative_n,49
Case 2: No clear winner,Control-augmented,alt8,8,cumulative_n,38
Case 2: No clear winner,Control-augmented,best,9,cumulative_n,98
Case 2: No clear winner,Control-augmented,alt1,9,cumulative_n,209
Case 2: No clear winner,Control-augmented,alt2,9,cumulative_n,186
Case 2: No clear winner,Control-augmented,alt3,9,cumulative_n,169
Case 2: No clear winner,Control-augmented,alt4,9,cumulative_n,52
Case 2: No clear winner,Control-augmented,alt5,9,cumulative_n,25
Case 2: No clear winner,Control-augmented,alt6,9,cumulative_n,28
Case 2: No clear winner,Control-augmented,alt7,9,cumulative_n,92
Case 2: No clear winner,Control-augmented,alt8,9,cumulative_n,41
Case 2: No clear winner,Control-augmented,best,10,cumulative_n,103
Case 2: No clear winner,Control-augmented,alt1,10,cumulative_n,212
Case 2: No clear winner,Control-augmented,alt2,10,cumulative_n,198
Case 2: No clear winner,Control-augmented,alt3,10,cumulative_n,219
Case 2: No clear winner,Control-augmented,alt4,10,cumulative_n,53
Case 2: No clear winner,Control-augmented,alt5,10,cumulative_n,26
Case 2: No clear winner,Control-augmented,alt6,10,cumulative_n,29
Case 2: No clear winner,Control-augmented,alt7,10,cumulative_n,117
Case 2: No clear winner,Control-augmented,alt8,10,cumulative_n,43
Case 3: Competing second best,Thompson sampling,best,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Thompson sampling,alt1,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Thompson sampling,alt2,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Thompson sampling,alt3,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Thompson sampling,alt4,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Thompson sampling,alt5,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Thompson sampling,alt6,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Thompson sampling,alt7,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Thompson sampling,alt8,0,posterior_prob,0.1111111111111111
Case 3: Competing second best,Thompson sampling,best,1,posterior_prob,0.0354
Case 3: Competing second best,Thompson sampling,alt1,1,posterior_prob,0.838
Case 3: Competing second best,Thompson sampling,alt2,1,posterior_prob,0.0172
Case 3: Competing second best,Thompson sampling,alt3,1,posterior_prob,0.0136
Case 3: Competing second best,Thompson sampling,alt4,1,posterior_prob,0.0298
Case 3: Competing second best,Thompson sampling,alt5,1,posterior_prob,0.0204
Case 3: Competing second best,Thompson sampling,alt6,1,posterior_prob,0.0162
Case 3: Competing second best,Thompson sampling,alt7,1,posterior_prob,0.025
Case 3: Competing second best,Thompson sampling,alt8,1,posterior_prob,0.0044
Case 3: Competing second best,Thompson sampling,best,2,posterior_prob,0.1978
Case 3: Competing second best,Thompson sampling,alt1,2,posterior_prob,0.2816
Case 3: Competing second best,Thompson sampling,alt2,2,posterior_prob,0.0482
Case 3: Competing second best,Thompson sampling,alt3,2,posterior_prob,0.0174
Case 3: Competing second best,Thompson sampling,alt4,2,posterior_prob,0.0808
Case 3: Competing second best,Thompson sampling,alt5,2,posterior_prob,0.0478
Case 3: Competing second best,Thompson sampling,alt6,2,posterior_prob,0.1434
Case 3: Competing second best,Thompson sampling,alt7,2,posterior_prob,0.1698
Case 3: Competing second best,Thompson sampling,alt8,2,posterior_prob,0.0132
Case 3: Competing second best,Thompson sampling,best,3,posterior_prob,0.444
Case 3: Competing second best,Thompson sampling,alt1,3,posterior_prob,0.3068
Case 3: Competing second best,Thompson sampling,alt2,3,posterior_prob,0.02
Case 3: Competing second best,Thompson sampling,alt3,3,posterior_prob,0.025
Case 3: Competing second best,Thompson sampling,alt4,3,posterior_prob,0.036
Case 3: Competing second best,Thompson sampling,alt5,3,posterior_prob,0.0684
Case 3: Competing second best,Thompson sampling,alt6,3,posterior_prob,0.0326
Case 3: Competing second best,Thompson sampling,alt7,3,posterior_prob,0.0426
Case 3: Competing second best,Thompson sampling,alt8,3,posterior_prob,0.0246
Case 3: Competing second best,Thompson sampling,best,4,posterior_prob,0.4678
Case 3: Competing second best,Thompson sampling,alt1,4,posterior_prob,0.2122
Case 3: Competing second best,Thompson sampling,alt2,4,posterior_prob,0.0074
Case 3: Competing second best,Thompson sampling,alt3,4,posterior_prob,0.005
Case 3: Competing second best,Thompson sampling,alt4,4,posterior_prob,0.2558
Case 3: Competing second best,Thompson sampling,alt5,4,posterior_prob,0.0146
Case 3: Competing second best,Thompson sampling,alt6,4,posterior_prob,0.0048
Case 3: Competing second best,Thompson sampling,alt7,4,posterior_prob,0.0058
Case 3: Competing second best,Thompson sampling,alt8,4,posterior_prob,0.0266
Case 3: Competing second best,Thompson sampling,best,5,posterior_prob,0.298
Case 3: Competing second best,Thompson sampling,alt1,5,posterior_prob,0.2626
Case 3: Competing second best,Thompson sampling,alt2,5,posterior_prob,0.006
Case 3: Competing second best,Thompson sampling,alt3,5,posterior_prob,0.0024
Case 3: Competing second best,Thompson sampling,alt4,5,posterior_prob,0.3728
Case 3: Competing second best,Thompson sampling,alt5,5,posterior_prob,0.0092
Case 3: Competing second best,Thompson sampling,alt6,5,posterior_prob,0.0246
Case 3: Competing second best,Thompson sampling,alt7,5,posterior_prob,0.0064
Case 3: Competing second best,Thompson sampling,alt8,5,posterior_prob,0.018
Case 3: Competing second best,Thompson sampling,best,6,posterior_prob,0.52
Case 3: Competing second best,Thompson sampling,alt1,6,posterior_prob,0.3498
Case 3: Competing second best,Thompson sampling,alt2,6,posterior_prob,0.0074
Case 3: Competing second best,Thompson sampling,alt3,6,posterior_prob,0.0016
Case 3: Competing second best,Thompson sampling,alt4,6,posterior_prob,0.019
Case 3: Competing second best,Thompson sampling,alt5,6,posterior_prob,0.0314
